"ID","F1","F2","F3","Group","helped","advantage","applause","awe","banjo","banker","belief","bicycle","blue","bread","bridge","cabinet","cheese","circus","clever","clue","cough","council","cucumber","dark","day","driver","farmer","faucet","feared","field","forest","glass","hand","hoe","honeymoon","hope","hospital","hotel","ice","lake","mushroom","old","park","patient","piano","pig","plum","reporter","restaurant","ricochet","semester","sin","snub","spring","teacher","thunder","tiger","tomato","truce","trumpet","volcano","white","whole","xylophone"
"R_T6f8nIPvoXyCBA5",-0.947162066724237,-1.03199665391421,-0.46961793911616,"1","1","-1","-1","1","1","1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","1","1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1"
"R_e8VmzVpVObsLayl",1.31556767984346,1.42068507408732,1.41829411251531,"1","1","1","1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","-1","1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","1","1","-1","-1"
"R_2afShBzurnXHTgG",0.421541618991372,0.121369688510551,-0.336725922033249,"1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1"
"R_1jJS5YssfHUkpPw",0.0624943854358867,0.146866871868185,0.175286081289711,"1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","1"
"R_2XooYk1GOpmM2jz",1.69029544475408,2.22972768789199,-0.0548060143388533,"1","1","-1","1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","1","-1","1","-1","1","-1","1","-1","-1","1","-1","1","1","1","-1","1","1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","1","-1","1","1","-1","-1","-1","1","-1","1","1"
"R_qR9CGQWm9RQ2oBX",-0.904118595484172,-0.725796152244394,0.689242233999896,"1","1","1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","1"
"R_VO0CxICctVJccrn",-0.00157583525277074,0.293360107852867,-0.324627193815972,"1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1","-1","1","-1","1","-1","-1","-1","1","-1","-1","-1"
"R_wNWQMu8iSb809rj",-0.130061576280488,-0.680500233605841,-0.218902612333671,"1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","1","-1","1","1","1","-1","1","1","-1","-1","1","1","-1","1","1","-1","-1","1","1"
"R_0PYfmRCj2wJtJnP",0.253385510846176,-1.43223886809423,2.03173256049169,"1","1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1"
"R_ZwACyAhzqUfzjOx",-0.280370400849763,-0.516322358732291,0.0381002428960173,"1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","-1","-1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","-1","1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","-1","-1","1","1","-1","1"
"R_2qENcECZwnxpS4Q",0.296519577199582,0.0814891170397284,0.872934153914602,"1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","1","1","-1","1","1","1","-1","1","1","-1","1","-1","1","1","1","1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","-1","1","1","1","1","1","-1","-1","1","1","-1","-1"
"R_rjrgqESh0GtJied",-1.01131848359037,-0.81140233462321,-0.835440134461973,"1","-1","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1"
"R_UYdvPj5ngsgI6f7",-1.02155487907312,-0.982717799685021,-0.250187486664476,"1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1"
"R_1GJOzcfArhQgxV1",0.441848895604941,0.227196238253713,-0.256467374151346,"1","1","1","-1","1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","1","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"R_3JCcK1ya347BiDL",1.08647594241731,0.492589763764395,2.94629464454986,"1","1","1","1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","1","1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1","1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","1","1","1","1","-1","1"
"R_2pPKE8SFDmyjK4A",2.27267664691704,2.24665707036302,0.176647882825781,"1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","-1","-1","1","1","1","-1","-1"
"R_1pLShLuXYiBBS8U",-1.07939109608328,-0.608106749883716,-0.636654360285221,"1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1"
"R_RsDP1Cxo9xjlm1z",-0.307591847658791,-0.435632348605354,0.850434550200552,"1","-1","-1","1","1","1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1","1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","1","-1","1","1"
"R_3kyKIPpqv7HmmlX",-0.882301800024374,-1.15234549066099,-0.153043761669263,"1","-1","-1","1","-1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","-1","1","1","1","-1","1","1","-1","1","1","1","-1","1","1","1","1","-1","-1"
"R_vDhuZq0Zqc2PYqt",-0.336173817515328,0.169584242056962,-0.747080534693837,"1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","1","1","-1","-1","-1","1"
"R_2dKq7cdoARFjRw9",-0.366232141783227,-0.0185741031788744,-0.0622147833131798,"1","1","1","1","-1","1","1","-1","1","-1","1","1","-1","-1","1","1","-1","1","-1","1","-1","1","-1","1","1","1","-1","1","1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","1"
"R_32OZlhtLWHAIjK5",-1.07766133522688,-1.13862369630632,-0.30367149073651,"1","-1","-1","-1","-1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","1","-1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","1","1","-1","1","1","1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","1","-1","1"
"R_2aaG5dMCUUDZEzW",-0.974554825331971,-1.32949891199037,-0.0291722664582077,"1","1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1","-1","1"
"R_3oMD5cApMORwxE7",-0.0197453286568939,-0.168918936218955,-0.297846274686204,"1","-1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","1","1","1","1","-1","-1","1","1","1","-1","-1"
"R_tXTR8vbUl4OJrTH",1.77128063594864,1.65474235171711,2.13870221693719,"1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","1","1","1","1","1","1","-1","-1","1","1","-1","1","-1","1","1","1","1","1","1","1","1"
"R_3j1b3BPL2dnvJad",-1.15170613579528,-0.804714092897076,-0.817385388202512,"1","-1","-1","-1","-1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","-1","1","1","1","-1","1","1","1","1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","-1","1","1"
"R_2zeZKTYWE7lWWOU",-1.1786532726422,-1.11646258173629,-0.329968799630619,"1","1","1","1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","1"
"R_1rlF0bOmVERM5j5",0.0618230105326743,0.36818866348014,0.296452814934899,"1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","1","1","1","1","1","1","-1","1","1","1"
"R_yI0DHU0M77yjJ9n",1.78375382219278,1.92954069818761,-0.930834206495895,"1","1","1","1","1","1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","1","1"
"R_1ouVhmQpSGhGBug",-0.968872050099194,-0.404812112425527,-0.6684859851623,"1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","-1","1","1","1","-1","1","1","1","-1","1","-1"
"R_1itjWiRSUPR9w3a",-0.730662794533167,-1.13526449074326,-0.0850532759508371,"1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1"
"R_6A9yNM5Yh1vFlu1",-0.484096761033236,-0.500560383501165,-0.228104952331577,"1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","-1","-1","-1"
"R_1gjBkIdTvGavoKr",-1.0755682932533,-0.94966652343905,-0.596052098949894,"1","1","1","1","-1","1","1","1","1","-1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1","1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","1","-1","1","-1"
"R_A113gwuIeQ5XnLH",1.85284470938129,2.48409282914372,0.376806764078859,"1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1"
"R_3luxskMVElbX7Pp",-0.231008787100589,-0.199420701815364,-0.667348493968312,"1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","-1","1","1","1","1","-1","-1"
"R_3CWmVzGd4RLoiXW",-0.971593605392751,-0.838952551640007,0.378545006618391,"1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","1","-1","1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","1","1"
"R_d6yBQVni0PtHwnT",0.137730511350783,1.17142414150916,0.798387142370755,"1","1","-1","-1","-1","-1","1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","1","-1","1","-1","-1"
"R_2Vdyxx0abPudRAl",0.529995605179963,-0.751450234787087,-0.301533301417031,"1","-1","-1","1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","1","-1","-1","1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","1","1","-1"
"R_1qWDhEylarmIXPD",0.0305460887517941,0.469391267956705,-0.729190358392882,"1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","1","1","-1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","-1","1","1","1","1","1","1","1","1","1","-1","1"
"R_3iJYgEJVItrp2aI",-0.909270467377307,-1.10642270551891,-0.206209696694946,"1","-1","1","-1","-1","1","1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","1","1","1","-1","1","-1","-1","-1","1","1","-1","1","-1","1"
"R_22rYKbb65nweLJV",1.66769525355353,1.52115602187873,2.89354417456931,"1","1","1","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","1","-1","1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","-1","1","1","1"
"R_1Ceb4nFXv8JOu7W",-0.0170191891422881,0.0162955244485743,-0.231178782672934,"1","-1","1","-1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","-1","1","1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","1","-1","-1","-1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1"
"R_10V0eHBSzSTB9Yp",0.552945880660865,0.646819255639082,0.709781781767428,"1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","-1","1","-1","1","-1","1","1","1","1","-1","-1","1","1","1","-1","1","1","-1","-1","-1"
"R_2DLDkNwqZ2fnytT",-0.961082972648028,-0.104798634118681,0.505643771318128,"1","1","1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","-1","-1","-1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","1","1","1"
"R_2ymeVJWTzPyxEcq",-0.187555028978868,-0.0944531554104523,-0.962563360635987,"1","1","1","1","-1","1","1","-1","1","1","-1","1","1","1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1","1","1","1","-1","1","1","1","1","-1","-1","1","1","1","-1","1","1","1","-1","1","-1","1","-1","1","1"
"R_3iC41fw0rK7rHIW",-0.857369642870392,-0.939675294929113,-0.185535428895482,"1","1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","1","-1","1","1","1","-1","1","1","-1","1","1","-1","1","1","-1","1","-1","-1","1","1","-1","-1"
"R_1i2JIa2omiUiSHf",0.434358659521036,-0.0869206874111754,-0.812022167338046,"1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","-1"
"R_2CZj7py8jJZVxOZ",-0.0339736716116051,-0.352006017975484,0.0245494403391394,"1","-1","1","1","-1","1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1","1","1","-1","1","1","1","-1","1","1","-1","-1","1","1","1","-1","-1"
"R_2YbQoMPinHqiKLV",-0.775946148764176,-1.01542301261639,-0.0471974231931365,"1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","1","1","-1","-1","-1","1","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","-1","1","-1","1","1","1"
"R_3oQOzGrrKvU5dD8",0.785925111061352,0.915786228399145,0.304870789155367,"1","1","-1","1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","1","-1","1","-1","1","-1","1","-1","1","1","1","1","-1","1"
"R_1relHUHtINtZAk3",-0.205225325955603,0.422056606994516,-1.25794060975805,"1","-1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","1","1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1"
"R_25AaOkOH63BdFDB",-0.49311820999447,-0.97871369063094,-0.353443358036155,"1","1","1","1","1","1","-1","-1","-1","1","-1","1","1","-1","-1","-1","1","1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","1","1","1","-1","1","-1","1","-1","1","-1","1","1","-1","1","-1","1","-1","-1","1"
"R_u8M5eNXWTqaGcCJ",-1.18833333224903,-1.28336446897178,-0.0700364007021934,"1","1","1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1","1","-1","1","-1","1","1","-1","1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","1","-1","1"
"R_OlqFgSwLW8yYcZH",-0.521365649780497,-1.15632568759179,-0.370277733309356,"1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1"
"R_87F7GHooS5Rq0Fj",-0.706252981696073,0.0744756887450913,-1.02840725072453,"1","1","1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","-1","1","-1","-1","1","1","1","-1","1","1"
"R_1eVSSX3ygDx9ej1",2.54753668942188,2.56801954982761,1.34821025187954,"1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1"
"R_1il0GyYM6y46wLd",-0.794792988843483,-0.963043006891317,-0.632161591468816,"1","1","1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","-1","1","1","1","-1","-1","-1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","-1","-1","1","-1","-1","1"
"R_ebxQori9p1lD4Yh",-0.0830020518288865,-0.131075135881916,-0.22294645589794,"1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","1","1","1","1","-1","1","1","-1","1","1","1","-1","-1","1","1","-1","-1","1","1","-1","1","1","-1","1","1","1","1","1","-1","1","-1","1","1","-1","1","-1","1","-1","-1","1","1","1","1","1"
"R_1mKiZykSn2WBgzW",-0.721463240336453,-1.02768133106461,-0.223034742704524,"1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","1","-1","1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","1","-1","-1","1","1","1","1","-1","-1","1","-1","1","1","-1","1","1","1","-1","1"
"R_22rBlShoDqFFdBj",0.971270490791562,1.72297461282309,0.854661087372736,"1","1","1","-1","1","1","1","-1","1","1","1","1","1","1","-1","-1","1","-1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","1","-1","1","1","1","1","1","-1","1","1","1","1","1"
"R_6Kkf0otzIbgTgMp",-0.377886499118075,0.968196749031513,-0.122906422429248,"1","1","-1","1","1","1","-1","-1","-1","1","-1","1","1","1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","1","1","1","-1","1","1","-1","1","1","-1","1","-1","1","1"
"R_3isauOyfRivwSzi",-0.907266281383674,-1.22947520332734,-0.17364877658841,"1","-1","-1","1","1","-1","-1","-1","1","1","1","1","1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","1","1","1","1","-1","-1","1"
"R_10pgkxuPUuETZIa",-0.974554825331971,-1.32949891199037,-0.0291722664582077,"1","-1","1","-1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","-1","1","-1","1","1","1","-1"
"R_12fLFZaKg2JfHhj",-0.797693407316832,-0.977943961410134,0.0410724860296112,"1","1","1","1","-1","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","1","-1","1","1","-1","1","1","-1","1","-1","1","1","1","-1","-1"
"R_247wKtxtgctqjDK",1.41653948575649,2.40619265493229,1.65676662319573,"1","1","-1","1","1","-1","1","1","-1","1","-1","1","1","1","-1","1","1","-1","-1","1","-1","1","1","1","1","1","1","1","-1","-1","-1","-1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","1","1","1","-1","1"
"R_1ohCpI1eq27r2X4",0.530877911383796,0.636684487594156,-0.326543611732407,"1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","1","1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","-1","1","1","1"
"R_3247PUiPoti05WM",-0.384816699597591,0.007289629760784,-0.756212791411617,"1","1","-1","1","-1","1","1","1","-1","-1","1","1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","-1","1","1","1","-1","1","1","1","1","-1","1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","1","1","-1","-1","-1"
"R_12zMAdmKr0M7nBY",0.636684645486395,-1.49004620024207e-05,0.955150773439105,"1","-1","-1","1","-1","1","1","-1","1","-1","1","1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1","-1","1","1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","1"
"R_2rJef9qiqTLdIOW",-1.01944910765288,-0.828087005364019,-0.182180468164143,"1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","1","1","-1"
